timestamp,vel_pos_innov[0],vel_pos_innov[1],vel_pos_innov[2],vel_pos_innov[3],vel_pos_innov[4],vel_pos_innov[5],mag_innov[0],mag_innov[1],mag_innov[2],heading_innov,airspeed_innov,beta_innov,flow_innov[0],flow_innov[1],hagl_innov,vel_pos_innov_var[0],vel_pos_innov_var[1],vel_pos_innov_var[2],vel_pos_innov_var[3],vel_pos_innov_var[4],vel_pos_innov_var[5],mag_innov_var[0],mag_innov_var[1],mag_innov_var[2],heading_innov_var,airspeed_innov_var,beta_innov_var,flow_innov_var[0],flow_innov_var[1],hagl_innov_var,output_tracking_error[0],output_tracking_error[1],output_tracking_error[2],drag_innov[0],drag_innov[1],drag_innov_var[0],drag_innov_var[1],aux_vel_innov[0],aux_vel_innov[1]
10676111,0.0,0.0,0.0,0.00105853,0.00341447,-0.249573,0.0,0.0,0.0,0.00993174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.262494,0.2625,4.10404,0.0,0.0,0.0,0.0911897,0.0,0.0,0.0,0.0,0.0,0.0025958,0.00449687,0.0063795,0.0,0.0,0.0,0.0,0.0,0.0
10876254,0.0,0.0,0.0,0.000784777,0.0034231,-0.0441589,0.0,0.0,0.0,-0.0081401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261954,0.261959,4.10063,0.0,0.0,0.0,0.0911603,0.0,0.0,0.0,0.0,0.0,0.00127059,0.00447364,0.00518128,0.0,0.0,0.0,0.0,0.0,0.0
11076104,0.0,0.0,0.0,0.000622994,0.00334515,-0.136383,0.0,0.0,0.0,-0.00471419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261833,0.261837,4.09909,0.0,0.0,0.0,0.0911465,0.0,0.0,0.0,0.0,0.0,0.00150516,0.00721117,0.012027,0.0,0.0,0.0,0.0,0.0,0.0
11280182,0.0,0.0,0.0,0.000436145,0.00302861,0.116425,0.0,0.0,0.0,0.0382967,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261521,0.261525,4.09678,0.0,0.0,0.0,0.0911148,0.0,0.0,0.0,0.0,0.0,0.00212835,0.00611032,0.0104701,0.0,0.0,0.0,0.0,0.0,0.0
11484226,0.0,0.0,0.0,0.000193445,0.00270276,-0.301727,0.0,0.0,0.0,0.0361845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261249,0.261252,4.09457,0.0,0.0,0.0,0.0910786,0.0,0.0,0.0,0.0,0.0,0.00222417,0.00587819,0.0115419,0.0,0.0,0.0,0.0,0.0,0.0
11686498,0.0,0.0,0.0,1.67883e-06,0.00249316,0.0460815,0.0,0.0,0.0,0.00765401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261136,0.261139,4.09317,0.0,0.0,0.0,0.0910596,0.0,0.0,0.0,0.0,0.0,0.00207202,0.00229675,0.00281929,0.0,0.0,0.0,0.0,0.0,0.0
11891433,0.0,0.0,0.0,-0.000269349,0.00234749,0.0488892,0.0,0.0,0.0,-0.0235732,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2609,0.260903,4.09128,0.0,0.0,0.0,0.0910328,0.0,0.0,0.0,0.0,0.0,0.000702969,0.00282467,0.00213694,0.0,0.0,0.0,0.0,0.0,0.0
12091416,0.0,0.0,0.0,-0.000602028,0.00227364,-0.218475,0.0,0.0,0.0,0.023702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260888,0.260891,4.09049,0.0,0.0,0.0,0.0910075,0.0,0.0,0.0,0.0,0.0,0.0011602,0.00387575,0.00518077,0.0,0.0,0.0,0.0,0.0,0.0
12295308,0.0,0.0,0.0,-0.000735867,0.00219992,0.319916,0.0,0.0,0.0,0.00589439,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260912,0.260914,4.09007,0.0,0.0,0.0,0.0909832,0.0,0.0,0.0,0.0,0.0,0.00128093,0.00210888,0.0013055,0.0,0.0,0.0,0.0,0.0,0.0
12499448,0.0,0.0,0.0,-0.000789964,0.00225159,-0.109314,0.0,0.0,0.0,0.0214034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.260631,0.260633,4.08828,0.0,0.0,0.0,0.0909628,0.0,0.0,0.0,0.0,0.0,0.00165608,0.00207679,0.00128519,0.0,0.0,0.0,0.0,0.0,0.0
